primary_access_id_project;access_id_project;access_name_project;regional_project;provinsi_project;area_project;pic_project;hpplan_project;status_po;number_po;tanggal_po;tahun_po;nilai_awal_po;hp_po;po_estimasi;eks_kompetitor;tgl_canvasing;surat_ijin_bak;bak_bak;status_bak;tanggal_bak;hp_bak;report_cbn;kmz_cbn;status_cbn;tgl_submite_cbn;tgl_approve_cbn;spk_nomor;spk_tanggal;spk_target_rfs;spk_hp;report_hld;apd_hld;boq_hld;status_hld;tgl_submit_hld;tgl_approve_hld;hp_hld;apd_lld;boq_lld;report_lld;autocad_lld;schematic_lld;maincore_lld;penambang_jalan_lld;bid_lld;status_lld;tgl_submite_lld;tgl_approve_lld;hp_lld;tgl_kom;tgl_pks;tiang_implementasi;kabel_implementasi;dpfo_implementasi;cortiang_implementasi;atp_implementasi;status_implementasi;tanggal_rfs;hp_rfs;tanggal_atp;hp_atp;tanggal_bast;main_status;remarks_status;submit_invoice_bast;nilai_invoice_bast;plan_invoice_bast;keterangan_bast;submit_invoice_retensi;nilai_invoice_retensi;plan_invoice_retensi;keterangan_retensi;total_invoice;total_sisa_invoice
423;;Desa Brumbung;Regional 3;Jawa Tengah;Demak;Sunarto;99;Tidak Terbit PO;;;;;;;;17/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"02/01/25 : Waiting BAK rejected, 
17/12/24 : Kades menolak pembangunan FS, BAK Reject ready";;;;;;;;;0;0
424;;Desa Kebunbatur RW 03;Regional 3;Jawa Tengah;Demak;Sunarto;100;Tidak Terbit PO;;;;;;;;30/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"10/01/25 : PIHAK LINGKUNGAN RW 03 desa Kebonbatur MENOLAK karena existing
02/01/25 : Pihak desa mengizinkan, proses sosialisasi dan BAK";;;;;;;;;0;0
425;;Desa Batusari RW 01;Regional 3;Jawa Tengah;Demak;Sunarto;250;Tidak Terbit PO;;;;;;;;07/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"15/01/25 : RW Menolak karena sudah banyak kabel
7/1/25 : PIHAK LINGKUNGAN RW 11 desa BATURSARI MAU BEREMBUK DULU SAMA WARGA";;;;;;;;;0;0
426;;Desa Batusari RW 02;Regional 3;Jawa Tengah;Demak;Sunarto;250;Tidak Terbit PO;;;;;;;;07/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"15/01/25 : RW Menolak karena sudah banyak kabel
7/1/25 : PIHAK LINGKUNGAN RW 11 desa BATURSARI MAU BEREMBUK DULU SAMA WARGA";;;;;;;;;0;0
427;;Desa Batusari RW 33;Regional 3;Jawa Tengah;Demak;Sunarto;250;Tidak Terbit PO;;;;;;;;07/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"15/01/25 : RW Menolak karena sudah banyak kabel
7/1/25 : PIHAK LINGKUNGAN RW 11 desa BATURSARI MAU BEREMBUK DULU SAMA WARGA";;;;;;;;;0;0
428;;Desa Batusari RW 40;Regional 3;Jawa Tengah;Demak;Sunarto;250;Tidak Terbit PO;;;;;;;;07/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"15/01/25 : RW Menolak karena sudah banyak kabel
7/1/25 : PIHAK LINGKUNGAN RW 11 desa BATURSARI MAU BEREMBUK DULU SAMA WARGA";;;;;;;;;0;0
429;;Desa Batusari RW 41;Regional 3;Jawa Tengah;Demak;Sunarto;250;Tidak Terbit PO;;;;;;;;07/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"15/01/25 : RW Menolak karena sudah banyak kabel
7/1/25 : PIHAK LINGKUNGAN RW 11 desa BATURSARI MAU BEREMBUK DULU SAMA WARGA";;;;;;;;;0;0
430;;Desa Batusari RW 5;Regional 3;Jawa Tengah;Demak;Sunarto;250;Tidak Terbit PO;;;;;;;;07/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;15/01/25 : Exisiting FS;;;;;;;;;;
431;;Desa Batusari RW 23;Regional 3;Jawa Tengah;Demak;Sunarto;250;Tidak Terbit PO;;;;;;;;07/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;15/01/25 : Exisiting FS;;;;;;;;;;
432;;Desa Batusari RW 26;Regional 3;Jawa Tengah;Demak;Sunarto;250;Tidak Terbit PO;;;;;;;;07/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;15/01/25 : Exisiting FS;;;;;;;;;;
433;;Desa Batusari RW 28;Regional 3;Jawa Tengah;Demak;Sunarto;250;Tidak Terbit PO;;;;;;;;07/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;15/01/25 : Exisiting FS;;;;;;;;;;
434;;Desa Batusari 32;Regional 3;Jawa Tengah;Demak;Sunarto;250;Tidak Terbit PO;;;;;;;;07/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;15/01/25 : Exisiting FS;;;;;;;;;;
435;;Desa Batusari RW 06 RT 01;Regional 3;Jawa Tengah;Demak;Sunarto;250;Tidak Terbit PO;;;;;;;;07/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;15/01/25 : Exisiting FS;;;;;;;;;;
436;ACCESS0062-01-2025;FBECRD DMK Grand Pesona Residence TK ;Regional 3;Jawa Tengah;Demak;Sunarto;100;Belum Terbit PO;;;;;;100,000,000;-;16/12/2024;DONE;DONE;OK;45664;110;DONE;DONE;OK;;;No.031/MAP/JKT/NDV/LAK/REF/I/2025 ;10/01/2025;W1-Februari 2025;100;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;G. On Going HLD;"15/01/25 : Menunggu Surat penanaman tiang by FS
10/01/25 : Target HLD Tanggal 14 Januari 2025
07/01/25 : BAK Done
16/12/24 : Kades mengizinkan untuk pembangunan jaringan, menunggu waktu untuk sosialisasi";;;;;;;;;0;0
437;;Desa Kebunbatur RW 09;Regional 3;Jawa Tengah;Demak;Sunarto;100;Belum Terbit PO;;;;;;100,000,000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D. BAK Done;15/01/25 : BAK Done, kompensasi 12jt. Waiting HLD;;;;;;;;;;
438;;Desa Mangunsari;Regional 3;Jawa Tengah;Demak;Sunarto;1700;Belum Terbit PO;;;;;;1,700,000,000;;20/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"15/01/25 : menunggu keputusan
20/12/24 : DESA MENGIZINKAN tetapi terlebih dahulu izin dan kordinasi dengan RT, RW kemudian Berkas bisa d ttd.";;;;;;;;;0;0
439;;Desa Pongangan;Regional 3;Jawa Tengah;Demak;Sunarto;250;Belum Terbit PO;;;;;;250,000,000;;20/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"15/01/25 : menunggu keputusan
20/12/24 : DESA MENGIZINKAN tetapi terlebih dahulu izin dan kordinasi dengan RT, RW kemudian Berkas bisa d ttd.";;;;;;;;;0;0
440;;Desa Batusari RW 3;Regional 3;Jawa Tengah;Demak;Sunarto;250;Belum Terbit PO;;;;;;250,000,000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B. Canvasing Done;15/01/25 : RW meminta kontrak pertahun namun masih dikoor. dengan Pihak FS;;;;;;;;;;
441;;Desa Batusari RW 4;Regional 3;Jawa Tengah;Demak;Sunarto;250;Belum Terbit PO;;;;;;250,000,000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B. Canvasing Done;15/01/25 : RW meminta kontrak pertahun namun masih dikoor. dengan Pihak FS;;;;;;;;;;
442;;Desa Mranggen RW 06 RT 2,3,8,9;Regional 3;Jawa Tengah;Demak;Sunarto;99;Belum Terbit PO;;;;;;99,000,000;;09/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;15/01/25 : RW Menyetujui;;;;;;;;;;
443;;Keluarahan Bongsari RW 08;Regional 3;Jawa Tengah;Demak;Sunarto;99;Belum Terbit PO;;;;;;99,000,000;;09/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;15/01/25 : Pihak RW 08 kelurahan Bongsari MENGIJINKAN, untuk BAK menunggu SOSWAR.;;;;;;;;;;
444;;Desa Sumurrejo ( RW 1,2,3,4,5,6);Regional 3;Jawa Tengah;Semarang;Sunarto;250;Belum Terbit PO;;;;;;250,000,000;;20/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"15/01/25 : RW 02 & 06 Menolak
20/12/24 : DESA MENGIZINKAN dan boleh langsung kordinasi denga RT, RW";;;;;;;;;0;0
445;;Kel. Gunungpati;Regional 3;Jawa Tengah;Semarang;Sunarto;99;Belum Terbit PO;;;;;;99,000,000;Indihome, My Rep;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;02/01/24 : Menunggu keputusan hasil dari pak Kades;;;;;;;;;0;0
446;;Kel. Mangunsari;Regional 3;Jawa Tengah;Semarang;Sunarto;99;Belum Terbit PO;;;;;;99,000,000;Indihome, My Rep;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;02/01/24 : Kades mengizinkan, plan sosialisasi dengan WP;;;;;;;;;0;0
447;;Kel. Sumurrejo;Regional 3;Jawa Tengah;Semarang;Sunarto;99;Belum Terbit PO;;;;;;99,000,000;Indihome, MNC, First Media;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;02/01/24 : Kades mengizinkan, plan sosialisasi dengan WP;;;;;;;;;0;0
448;;Sadeng RW 1,2,3,4,5,7,8,10;Regional 3;Jawa Tengah;Semarang;Sunarto;99;Belum Terbit PO;;;;;;99,000,000;IndiHome;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"15/01/25 : RW 02 MENOLAK, 5,7,10 EXISTING 
02/01/24 : Menunggu keputusan hasil dari pak Kades";;;;;;;;;0;0
449;;Sukorejo;Regional 3;Jawa Tengah;Semarang;Sunarto;99;Belum Terbit PO;;;;;;99,000,000;IndiHome;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;02/01/24 : Menunggu keputusan hasil dari pak Kades;;;;;;;;;0;0
450;;Kandri;Regional 3;Jawa Tengah;Semarang;Sunarto;99;Belum Terbit PO;;;;;;99,000,000;Indihome, My Rep;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;02/01/24 : Menunggu keputusan hasil dari pak Kades;;;;;;;;;0;0
451;;Pongangan;Regional 3;Jawa Tengah;Semarang;Sunarto;99;Belum Terbit PO;;;;;;99,000,000;Indihome, My Rep;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;02/01/24 : Kades mengizinkan, plan sosialisasi dengan WP;;;;;;;;;0;0
452;;Plalangan;Regional 3;Jawa Tengah;Semarang;Sunarto;99;Belum Terbit PO;;;;;;99,000,000;Indihome, My Rep;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;02/01/24 : Menunggu keputusan hasil dari pak Kades;;;;;;;;;0;0
453;;Polaman;Regional 3;Jawa Tengah;Semarang;Sunarto;99;Belum Terbit PO;;;;;;99,000,000;Indihome, My Rep;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;02/01/24 : Kades mengizinkan, plan sosialisasi dengan WP;;;;;;;;;0;0
454;;Kel. Bongsari;Regional 3;Jawa Tengah;Semarang;Sunarto;600;Belum Terbit PO;;;;;;600,000,000;Indihome, My Rep;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;15/01/25 : RW Menyetujui, menunggu hasil musyawarah // Kompensasi 27jt;;;;;;;;;0;0
455;;Mlati Kec. Tirtoadi;Regional 3;Jawa Tengah;Sleman;Adi Wijaya;99;Belum Terbit PO;;;;;;99,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;A. Data Pipeline;;;;;;;;;;;
456;;Mlati Kec. Tirtoadi;Regional 3;Jawa Tengah;Sleman;Adi Wijaya;99;Belum Terbit PO;;;;;;99,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;A. Data Pipeline;;;;;;;;;;;
457;;Mlati Kec. Tirtoadi;Regional 3;Jawa Tengah;Sleman;Adi Wijaya;99;Belum Terbit PO;;;;;;99,000,000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;A. Data Pipeline;;;;;;;;;;;
458;;Mlati Kec. Tirtoadi;Regional 3;Jawa Tengah;Sleman;Adi Wijaya;99;Belum Terbit PO;;;;;;99000000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;A. Data Pipeline;;;;;;;;;;;
459;;Mlati Kec. Sinduadi;Regional 3;Jawa Tengah;Sleman;Adi Wijaya;99;Belum Terbit PO;;;;;;99000000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;A. Data Pipeline;;;;;;;;;;;
460;;Mlati Kec. Sinduadi;Regional 3;Jawa Tengah;Sleman;Adi Wijaya;99;Belum Terbit PO;;;;;;99000000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;A. Data Pipeline;;;;;;;;;;;
461;;Mlati Kec. Sinduadi;Regional 3;Jawa Tengah;Sleman;Adi Wijaya;99;Belum Terbit PO;;;;;;99000000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;A. Data Pipeline;;;;;;;;;;;
462;;Mlati Kec. Sinduadi;Regional 3;Jawa Tengah;Sleman;Adi Wijaya;99;Belum Terbit PO;;;;;;99000000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;A. Data Pipeline;;;;;;;;;;;
463;;Ngaglik Kec. Sinduharjo;Regional 3;Jawa Tengah;Sleman;Adi Wijaya;99;Belum Terbit PO;;;;;;99000000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;A. Data Pipeline;;;;;;;;;;;
464;;Ngaglik Kec. Sinduharjo;Regional 3;Jawa Tengah;Sleman;Adi Wijaya;99;Belum Terbit PO;;;;;;99000000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;A. Data Pipeline;;;;;;;;;;;
465;;Ngaglik Kec. Sinduharjo;Regional 3;Jawa Tengah;Sleman;Adi Wijaya;99;Belum Terbit PO;;;;;;99000000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;A. Data Pipeline;;;;;;;;;;;
466;;Ngaglik Kec. Sinduharjo;Regional 3;Jawa Tengah;Sleman;Adi Wijaya;99;Belum Terbit PO;;;;;;99000000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;A. Data Pipeline;;;;;;;;;;;
467;;Kel. Salatiga RW 11;Regional 3;Jawa Tengah;Salatiga;Nurma Agus;99;Tidak Terbit PO;;;;;;;;31/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"07/01/25 : Belum diperbolehkan penanaman tiang FS di Rt 05 Rw 01
02/01/25 : Kemungkinan warga keberatan menambah tiang, sudah ada tiang fiberstar di jalan utama & sudah ada FAT FS)
31/12/24 : Pihak RW menyetujui terkait pembangunan FS, On progress BAK";;;;;;;;;;
468;;Kel. Salatiga RW 10;Regional 3;Jawa Tengah;Salatiga;Nurma Agus;250;Tidak Terbit PO;;;;;;;;02/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;02/01/25 : Pihak warga menolak pembangunan FS karena sudah banyak tiang tertanam;;;;;;;;;;
469;;Kel. Salatiga RW 07;Regional 3;Jawa Tengah;Salatiga;Nurma Agus;99;Tidak Terbit PO;;;;;;;;27/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"15/01/25 : Issue project lain tidak bayar donasi
09/01/25 : Belum di perbolehkan penanaman tiang karena provider sebelah melanggar kesepakatan
07/01/25 : belum ketemu wp
02/01/25 : On progress BAK RW 07 Kel. Salatiga
27/12/24 : belum bertemu dengan WP namun di wilayah sudah ada FAT milik fiberstar";;;;;;;;;;
470;;Kel. Salatiga RW 01;Regional 3;Jawa Tengah;Salatiga;Nurma Agus;99;Tidak Terbit PO;;;;;;;;02/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"15/01/25 : Drop karena akses Utama menolak
07/01/25 : Menunggu keputusan warga sekitar
02/01/25 : Pihak RW menyetujui terkait pembangunan FS";;;;;;;;;;
471;;Kel. Salatiga RW 12;Regional 3;Jawa Tengah;Salatiga;Nurma Agus;99;Tidak Terbit PO;;;;;;;;02/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;"15/01/25 : Drop
10/01/25 : RW menyatakan tidak punya wewenang untuk memberikan izin, kalau ada izin resmi dari pemkot/kominfo memperbolehkan
10/01/25 : belum ketemu wp
02/01/25 : Pihak RW memberi izin, namun perlu berunding dengan RT";;;;;;;;;;
472;;Kel. Salatiga RW 06 ;Regional 3;Jawa Tengah;Salatiga;Nurma Agus;99;Belum Terbit PO;;;;;;99000000;;27/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"15/01/25 : menuggu hasil keputusan
27/12/24 : sudah bertemu dengan WP, menunggu hasil keputusan";;;;;;;;;;
473;;Kel. Salatiga RW 04;Regional 3;Jawa Tengah;Salatiga;Nurma Agus;99;Belum Terbit PO;;;;;;99000000;;27/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"15/01/25 : Menunggu selesai project provider sebelah
07/01/25 : Menunggu selesai project provider sebelah
31/12/24 : sudah bertemu dengan RW, menunggu hasil keputusan
27/12/24 : RW belum bisa ditemui";;;;;;;;;;
474;;Kel. Salatiga RW 08;Regional 3;Jawa Tengah;Salatiga;Nurma Agus;99;Belum Terbit PO;;;;;;99000000;My Republik, Telkom, Biznet;27/12/2024;DONE;DONE;OK;45670;328;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;G. On Going HLD;"13/1/25 : BAK Done, Waiting HLD // Plan submite 15 Jan 2025
08/01/25 : Pihak Wp meminta uang ganti snack 300K guna sosialisasi
31/12/24 : On progress BAK
27/12/24 : sudah bertemu dengan WP, menunggu hasil keputusan";;;;;;;;;;
475;;Kel. Salatiga RW 05;Regional 3;Jawa Tengah;Salatiga;Nurma Agus;99;Belum Terbit PO;;;;;;99000000;;31/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"15/01/25 : menunggu hasil keputusan
31/12/24 : Pihak RW menyetujui terkait pembangunan FS";;;;;;;;;;
476;;Kel. Salatiga RW 09;Regional 3;Jawa Tengah;Salatiga;Nurma Agus;99;Belum Terbit PO;;;;;;99000000;;31/12/2024;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"15/01/25 : menunggu hasil keputusan
31/12/24 : Pihak RW menyetujui terkait pembangunan FS";;;;;;;;;;
477;;Kel. Salatiga RW 03;Regional 3;Jawa Tengah;Salatiga;Nurma Agus;99;Belum Terbit PO;;;;;;99000000;;02/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"15/01/25 : Pihak RW menyetui namun menunggu project MyRep selesai
02/01/25 : Pihak RW menyetui namun menunggu project MyRep selesai";;;;;;;;;;
478;;Kel. Bugel RW 01;Regional 3;Jawa Tengah;Salatiga;Nurma Agus;200;Belum Terbit PO;;;;;;200000000;;17/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;17/01/25 : belum bertemu rw, rw tidak dirumah;;;;;;;;;;
479;;Kel. Bugel RW 06;Regional 3;Jawa Tengah;Salatiga;Nurma Agus;250;Belum Terbit PO;;;;;;250000000;;17/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;17/01/25 : belum bertemu rw, rw tidak dirumah;;;;;;;;;;
480;;Kelurahan Gajahan RW 01;Regional 3;Jawa Tengah;Karanganyar;Ahmad;200;Belum Terbit PO;;;;;;200000000;MyRepublic, Indihome, Icon net, Azanet;09/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"15/01/25 : masih menunggu keputusan
09/01/25 : Pertemuan dengan RW 1, diminta menunggu agenda pertemuan kembali dengan seluruh Pengurus RTRW.";;;;;;;;;;
481;;Kelurahan Gajahan RW 02;Regional 3;Jawa Tengah;Karanganyar;Ahmad;250;Belum Terbit PO;;;;;;250000000;MyRepublic, Indihome, Icon net, Azanet;08/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;"15/01/25 : Pihak RW mau kordinasi terlebih dahulu dengan pihak RT, informasinya Permintaan Donasi sebesar 8jt
15/01/25 : RW belum bisa ditemui, revisit 15 Jan 2025
08/01/25 : Survey Lokasi HP Actual
";;;;;;;;;;
482;;Kelurahan Gajahan RW 03;Regional 3;Jawa Tengah;Karanganyar;Ahmad;200;Belum Terbit PO;;;;;;200000000;;;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;A. Data Pipeline;15/01/25 : Plan canvassing W4 Jan;;;;;;;;;;
483;;Kelurahan Gajahan RW 04;Regional 3;Jawa Tengah;Karanganyar;Ahmad;100;Belum Terbit PO;;;;;;100000000;;09/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;15/01/25 : RT belum bisa ditemui;;;;;;;;;;
484;;Sokaraja Lor;Regional 3;Jawa Tengah;Purwokerto;Kahar;99;Tidak Terbit PO;;;;;;;;09/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;Y. DROP;15/01/25 : Pihak warga menolak karena sudah ada jaringan;;;;;;;;;;
485;;Karang Pucung;Regional 3;Jawa Tengah;Purwokerto;Kahar;99;Belum Terbit PO;;;;;;99000000;;09/01/2025;;;NOT OK;;;;;NOT OK;;;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;B. Canvasing Done;15/01/25 : Target Canvasing 17 Jan 25;;;;;;;;;;
486;;KALIORI RW 1;Regional 3;Jawa Tengah;Banyumas;Kahar;400;Belum Terbit PO;;;;;;400000000;Indihome;20/01/2025;DONE;;NOT OK;;400;DONE;DONE;OK;23/01/2025;24/01/2025;;;;;;;;NOT OK;;;;;;;;;;;;NOT OK;;;;;;;;;;;NOT OK;;;;;;X. HOLD;"24 /01/25 : Balasan Emai Dari Pak Yunata : Untuk site Kaliori di Hold dulu, karena sangat jauh dengan existing 3 km menunggu site terdekatnya (Kalibagor) terbangun dahulu.
23/01/25 : Submit adding email tanggal 23 Jan 2025";;;;;;;;;;
